article_id,probability
1,0.9780110716819763
2,0.013367453590035439
3,0.8246521949768066
4,0.9814624190330505
5,0.9835665225982666
6,0.9823023676872253
7,0.9857057929039001
8,0.9803648591041565
9,0.9914529323577881
10,0.9616912603378296
11,0.4554988443851471
12,0.8981876373291016
13,0.12113232165575027
14,0.006100478116422892
15,0.05188179016113281
16,0.9800585508346558
17,0.9837315678596497
18,0.010030358098447323
19,0.010409099981188774
20,0.010651606135070324
21,0.00419597327709198
22,0.0052710361778736115
23,0.007390778046101332
24,0.004276881460100412
25,0.006813774351030588
26,0.008215955458581448
27,0.005841640755534172
28,0.004882072098553181
29,0.9824858903884888
30,0.0053410311229527
31,0.003545992309227586
32,0.9676316380500793
33,0.9882994294166565
34,0.005260144360363483
35,0.004273420199751854
36,0.9885959029197693
37,0.004602044355124235
38,0.425398051738739
39,0.008206456899642944
40,0.003953978884965181
41,0.005952418781816959
42,0.005635429639369249
43,0.005240192171186209
44,0.008815682493150234
45,0.007113531231880188
46,0.9810060262680054
47,0.9774961471557617
48,0.007928146049380302
49,0.008820622228085995
50,0.004941161256283522
51,0.011633986607193947
52,0.004882672801613808
53,0.005973886698484421
54,0.005005066283047199
55,0.007389499340206385
56,0.022785231471061707
57,0.9482316374778748
58,0.00475053396075964
59,0.0055750892497599125
60,0.005665695760399103
61,0.8146620392799377
62,0.005133028142154217
63,0.005296167451888323
64,0.005485725123435259
65,0.7361407279968262
66,0.008420960046350956
67,0.005176105070859194
68,0.007056743372231722
69,0.004401653539389372
70,0.9621220231056213
71,0.024659570306539536
72,0.00650034798309207
73,0.9806848764419556
74,0.006466155871748924
75,0.006776285823434591
76,0.006029178388416767
77,0.005866204854100943
78,0.2257506549358368
79,0.005816699471324682
80,0.005740802269428968
81,0.00765213742852211
82,0.9756457805633545
83,0.00736875319853425
84,0.9216260313987732
85,0.00588224595412612
86,0.010504920035600662
87,0.004881697241216898
88,0.007123242598026991
89,0.004632255062460899
90,0.004994385410100222
91,0.008282645605504513
92,0.005526802036911249
93,0.007524013519287109
94,0.006094157230108976
95,0.011509455740451813
96,0.004371414426714182
97,0.007257061079144478
98,0.004057629033923149
99,0.004749902058392763
100,0.98459792137146
